respondent_id,duration_of_experiment,which_group,exp_coding,exp_working_java,exp_finding_vuln,path_lines,path_lines_correctness,path_lines_type,path_motivation,path_difficulty,path_confidence,userinjection_lines,userinjection_lines_correctness,userinjection_lines_type,userinjection_motivation,userinjection_difficulty,userinjection_confidence,xss_lines,xss_lines_correctness,xss_lines_type,xss_motivation,xss_difficulty,xss_confidence,dos_lines,dos_lines_correctness,dos_lines_type,dos_motivation,dos_difficulty,dos_confidence,familiar_java,familiar_vuln,proc_understand,proc_time,proc_training,avg_correctness_slice,avg_correctness_full
R_3fDD5GzDzOlHRSG,6030,Group2,Not really,As part of University projects,No experience,114;115;116;117;118;76;95,0.23076923076923078,slice,"normalize checks if ""/../"" appears at the beginning of the string but it doesn't check if ""/../"" appears in other parts of the string,which could lead to a path traversal. Line 76 normalize is called and line 95 returns object based on unsafe path",2,4,"144;186;187,188;189;190;191;195",0.2,full,Line 144 - Injection: the function authenticate accepts user input without sanitization and uses it to access the data storage. Lines 186-191 and 195 - Injection: the function addUser doesn't sanitize the inputs and adds them to the storage,4,3,87;70;76,0.25,slice,line 87: the function processAction calls getRequest() and returns a String based on the input received. Line 70;76:  processAction is called thus causing a potential XSS attack.,4,2,103;,0.0,full,"In line 103 headerbufferSize is set to a number provided by the user. If we don't run some checks ont the value, the buffer could end up taking all the memory available, thus compromising the execution.",5,3,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,0.2403846153846154,0.1
R_pnMeooI8MkFdcf7,6269,Group3,Not really,As part of University projects,No experience,81;95,0.15384615384615385,slice,The input 'path' taken from a user is used to construct a path,3,3,62;87;90,0.6,slice,"If credentials=null, digest may throw null reference exception.",3,4,441;442;445;447:451,0.5,full, We get a query string in the request conext and we don't check its validity,5,2,230,0.0,full,the variable pos used in many if conditions and while loops is not initialized,5,2,Neither-Agree-nor-Disagree,Disagree,Agree,Agree,Disagree,0.3769230769230769,0.25
R_3m1ClGfJN3xbfGu,6490,Group3,Not really,Developed several projects using Java,No experience,86;95,0.07692307692307693,slice,At line 86 we assign a tainted variable to queryString which is used then in application wrapper at line 95,3,3,87;90,0.4,slice,At line 87 and 90 we call the function getBytes() on credentials variable that can be null since no check is performed. So it may throw a null reference exception with potential information disclosure.,3,3,347; 441;444,0.5,full,At line 441 a value from the context request is assigned to requestUri and it has not checked so an attacker can redirect the user to a malicious page since this value is set as the action of the form in the line 347,4,2,0,0.0,full,No vulnerability has been found,5,1,Agree,Agree,Agree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,0.23846153846153847,0.25
R_pgdIS3evHx2mDhT,6293,Group6,Not really,As part of University projects,As part of University projects,849;859,0.0,slice,"849: finds only one occurrence of ""\\""
859: if I'm not misinterpreting ""lastIndexOf"", the normalizing procedure just cuts off most of the path",4,2,361;59;95;87;77;66,0.0,full,"361: hardcoded string; 59: we get the user before controlling the credentials; 95: no catch; 87: could cause exception, not handled; 77: we should not return the plain credentials; 66: information disclosure on success of authentication",4,3,429;437,0.0,full,"429: an evaluate on user input is executed, could be an injection;437: user path not sanitized",4,2,235,0.0,slice,"There is a buffer that is never resized, we could go beyond its boundaries. 235: we try to put data in the buffer, but the data may be too large",4,1,Disagree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,Disagree,0.0,0.0
R_9FWi0slEmQdiJ2h,6596,Group6,Not really,As part of University projects,As part of University projects,361;366,0.0,slice,It is possible to insert a path that starts with / and read or write to other locations. The validation just checks the first character and not the other ones.,3,3,58,0.0,full,"There isn't any check on the credentials. If the user inserts a null value, this could generates a null reference exception error",4,3,426;433,0.0,full,No check on the value of the attribute,5,2,88,0.0,slice,No check on the size of the buffer. Increasing by one could lead to buffer overflow,5,2,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Strongly disagree,0.0,0.0
R_3C7ryRNz1f5rsUF,6555,Group3,Not really,As part of University projects,As part of University projects,116,0.0,slice,"This line takes only into account ""/../"" and not ""../""",5,1,"90,93",0.2,slice,no checks if the credentials are null or not,5,1,466,0.0,full,Due to my lack of knowledge I cant answer correctly,5,1,6,0.0,full,Due to my lack of knowledge I am unable to answer,5,1,Strongly disagree,Strongly disagree,Agree,Neither-Agree-nor-Disagree,Strongly disagree,0.1,0.0
R_3lJgDVpBH9TmMF8,6567,Group4,Not really,As part of University projects,As part of University projects,854;864;860;463,0.23076923076923078,full,"The /../ payload could be URL encoded and the indexof method could not find any occurrence.
In addition the 463 contol is not sufficient so you can create a malicious .jar file.",5,1,195;159;163,0.0,full,"In line 195 there is no validations on username, password when genereting a GenericPrincipal. In the lines 159 and 163 there is an information disclosure of the username on the debug lo",4,1,67;74;89,0.25,slice,Encoding in URL is not a efficient sanitization of the value inserted by the client. The normal action string are sanitized correctly with the method evaluate but the ServletRelativeAction not! So this is a entry point for XSS attack,4,4,70,0.0,slice,The code lacks the check for a blank line that signals that the header parsing is done,5,1,Disagree,Neither-Agree-nor-Disagree,Agree,Disagree,Disagree,0.125,0.11538461538461539
R_pc3oz4BPPrQakyB,6675,Group2,Not really,Developed project(s) using Java outside University,No experience,119;120,0.15384615384615385,slice,"if the last index of '/' is in a position in the string after a sequence of the type '/../', the latter would be kept anyway in the final string, therefore an attacker could navigate unauthorized upper layers of the service directory.",5,1,153;,0.0,full,"if the credentials are null, then validated = (digest(credentials).equals(principal.getPassword())); will return gibberish and validated will assume a non null value passing the check if (validated) on line 157",5,1,73,0.25,slice,if the requestUri contains &lt;script&gt;js code&lt;/script&gt; this potentially malitious code will be executed client-side. The input is not sanitized neither is the processAction function that is subsequently invoked.,5,1,103;747;749,0.0,full,no contraints or upper bounds to the instance variable headerBufferSize. In the line 749 we create buf = new byte[bufLength]; but since bufLenght does not have upper boundaries the size of this array could become too big to handle.,5,1,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,0.20192307692307693,0.0
R_3R935OVHA5w1rmf,6739,Group3,Not really,As part of University projects,As part of University projects,76;118,0.07692307692307693,slice,"If there is a path traversal attempt the normalize method return null. However, in getRequestDispatcher before performing other operations is not checked  if the returned value is null or not.",4,3,62;87;90;94,0.6,slice,Nowhere in the code the credential parameter is checked to see if it is null or not. If that attribute is equal to null then during the comparison with the stored password (line 62) an exception will be raise.,3,3,435;437;438;468,0.0,full,"If a user configured a ServletRelativeAction value then the value is prepended with the context and servlet paths, and the result is used and displayed in the page, without any validation or sanitization of the input.",4,2,1,0.0,full,I don't know. I was not able to find anything,5,1,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,Disagree,0.3384615384615385,0.0
R_6ieAUOhgZrNapTH,6771,Group5,Not really,As part of University projects,As part of University projects,82;83;155,0.0,full,"In line 82 and 83 the attributes are set equals to the context variables, which can be manipulated by user. In line 155 function getresources is called on the attribute context",4,2,87;90;93,0.4,slice,"As stated in comment before digest function, if any exception is thrown , the credentials in plain text will be returned, exposing really sensitive information. ",4,2,66;69;70;89,0.0,slice,"First the action input from the user is stored in attribute action of code without being sanitised, the it is processed",4,2,103;747,0.0,full,the headerbuffersize is first set to a value inserted by the user and following is used to calculate the bufLength,4,2,Disagree,Agree,Agree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,0.2,0.0
R_bOVyCEQJ7qvcIOB,6486,Group5,Yes as a Research Assistant at University,Developed several projects using Java,Find vulnerabilities outside university,928;930;483,0.0,full,"The normalization function itself is fine.

However, in this particular place, the input is not normalized.",5,2,65,0.0,slice,"The value of validated is not set / reset. If you login as a legit user, it becomes true. Logging in with an arbitrary non-existant user does not execute 62, so validated stays true and null is returned.",4,2,69;70,0.0,slice,"In this section, the code blindly trusts the user's input and returns it to process it. The action value can be modified in the POST request.",1,5,805;413,0.0,full,"A blocking read is performed with an alleged timeout (timeout=true). However, In the function readSocket it becomes evident that the timeout parameter is never used. Thus, the blocking read is never timed out and can be left pending by the user -&gt;DOS",5,2,Disagree,Disagree,Strongly disagree,Neither-Agree-nor-Disagree,Strongly disagree,0.0,0.0
R_9BtIcFBsoUnixxv,6822,Group1,Yes in Java at a Company,Developed several projects using Java,No experience,208;225,0.0,full,"""uri"", thus ""mapuri"", thus ""child"" path is not normalized. This could be exploited with a path traversal attack.
",3,1,62;89;90;91,0.4,slice,"62: when comparing password we should not use equalsIgnoreCase. 89:90;91 Since it is a try wihout a catch, the exceptions will not be captured. A possible DoS attack can be achieved with a big digest",3,3,445;447;451;468;470,0.25,full,"""queryString"" it is used in ""processAction"" without some proper validation. This can be exploited with a XSS attack",3,3,50;51,0.6666666666666666,slice,"there is nor a limit on the number of headers to be ""parsed"" now a maximum header size. As a result this can be exploited for DoS attack by performing a request with many HTTP headers or with a very long HTTP header ",3,5,Agree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,Disagree,0.5333333333333333,0.125
R_3CPBG9jpkpxs4ev,7006,Group5,Not really,As part of University projects,As part of University projects,348;349,0.0,full,in the function getRealPath the input path is not checked and then is used to create a new file object that is returned to the user,4,2,90,0.2,slice,"the ""credentials"" variable is not check, if for example is null then the function will throw an exception that is not handle by the code because there is no catch after the try",4,1,66;70,0.0,slice,"the content of the variable ""action"" is not check and then used in the processAction function to process the action based on the input string ""action"" that has not been checked",4,1,103,0.0,full,"the method is public so the user can choose the value to give to headerBuferSzie in the program since the input the is assigned to the ""this.headerBufferSize""",5,1,Agree,Neither-Agree-nor-Disagree,Agree,Agree,Disagree,0.1,0.0
R_2SqOppb73i9h0Eo,1583,Group1,Yes in Java at a Company,As part of University projects,As part of University projects,368;458;543,0.07692307692307693,full,"The ""normalize"" function seems fine, but the usage is not correct: it should be called before the validation process, not after.
At line 505 it is used in the proper way, before the check: if (!path.startsWith(""/""))
Ex: ""\etc\passwd\"" will pass",2,5,65,0.0,slice,"Validated is not declared In local scope, so I can reuse the previous value from the global scope if I just put a non existent username, need to reset it",2,5,;,0.0,full,I didn't get the use of evaluate,4,1,83;118;137;164;187;220,0.0,slice,"No controls on pos index, could be an infinite loop that leads to a waste of resource",3,3,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.038461538461538464
R_2isV4zPp3WUqKRD,2622,Group5,Yes in Java at a Company,Developed several projects using Java,No experience,466;468;471,0.0,full,"never validated where the gerResource request came from, could be an attacker that now can access files",5,3,59;62;93,0.4,slice,Here data is asked of a user but never checked for validity,4,3,66;70;89,0.0,slice,The action is never validated for malicious activity and is processed,4,3,392;399,0.0,full,The buffer is expanded but newsize is never validated,5,3,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,0.2,0.0
R_8tqCeUALRGIrtE5,2981,Group6,Yes but in another programming language at a Company,As part of University projects,No experience,76;93;111,0.07692307692307693,slice,The application can be tricked into reading or writing files at arbitrary locations,5,2,151;153;196,0.2,full,"User input isn't sanitized for special characters, commands can be injected.",5,2,447;451,0.25,full,Code can be injected using the queryString variable,5,2,50;51,0.6666666666666666,slice,DOS can be achieved by overloading the parsing method with a large amount of long headers. Header size is only checked after parsing.,4,4,Disagree,Neither-Agree-nor-Disagree,Strongly agree,Strongly agree,Neither-Agree-nor-Disagree,0.3717948717948718,0.225
R_2jAQqnAKnSgyf4w,3007,Group6,Yes but in another programming language at a Company,As part of University projects,As part of University projects,108;120,0.15384615384615385,slice,the path is modified and after modification it is not validated.,3,3,196,0.0,full,data is being written into the database which can have special characters,3,2,444;447,0.25,full,query string is being echoed back to the browser unchecked,4,2,73;221,0.0,slice,user controlled allocated memory and loop conditions,4,2,Agree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.07692307692307693,0.125
R_8xe8PTr1XL38IaB,4853,Group5,Yes but in another programming language at a Company,As part of University projects,Find vulnerabilities outside university,373;392;396;407;408;419;421;422;429,0.0,full,"Inside the ""getRequestDispatcher"" function, the object of the mappingData gets recycled at the end of the function, however this part may never be reached by the catch statement on line 419 where the function gets returned, there is also no final {}",4,3,62;65;85;86;87;89;94,0.4,slice,Bytes inside the digest function can be returned as null and function of authenticate does not return a value for all paths.,3,2,68;72;73;74;76;76,0.75,slice,"When the action string has no text, the requestUri gets processed without evaluation, it does get encoded but not evaluated.",1,5,569;660;661,0.0,full,"Inside parseHeader(), the headerData only gets recyled in the end of the function, but the function can be returned at an earlier point.",5,2,Agree,Disagree,Agree,Agree,Agree,0.575,0.0
R_8UvXGyj7xfN3jmp,4912,Group3,Yes in Java at a Company,Several years of professional experience with Java,Find vulnerabilities outside university,79;87;111;114;119,0.23076923076923078,slice,"With the normalized.replace, the attacker can replace with some other path to gain access to files. The parameters pos, semicolon, index, and index 2 all take values depending on user input directory which the attacker can manipulate.",4,3,59;62;93;94,0.4,slice,"In line 59 and 62, the get function for username and password can be appended with an SQL command to get the user's credentials. In like 93 and 94, the attacker can use string operations update and convert to delete or update user data.",4,3,466;480,0.0,full,The request tag in both processAction and doEndTag methods use the getRequest() method which can be used by the attacker for an XSS attack,4,3,398;749,0.0,full,Both lines 398 and 749 take user inputs as array size which can be used to overflow the server and cause DoS.,5,3,Agree,Agree,Agree,Agree,Agree,0.3153846153846154,0.0
R_2OUcMW9QDVNt7jo,5321,Group2,Yes but in another programming language at a Company,As part of University projects,As part of University projects,86;92,0.0,slice,path.indexOf(';') can return 0.  pos - semicolon can be negative causing buffer overflow,3,3,180;195,0.0,full,the string are not validated before new user credential are added to the xml,3,3,74;87,0.25,slice,requesturi is not validated before using as argument,3,3,459;424,0.3333333333333333,full,"socket not closed, not sure about it. little unclear on the correct assement",5,1,Disagree,Agree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,0.125,0.16666666666666666
R_8q8DkOhOWMoMGYN,4305,Group6,Not really,As part of University projects,No experience,114;119,0.15384615384615385,slice,"These codes don't process with the starting of the path. If the path begins with ""/"", that will access the root of the system.",4,2,321,0.0,full,This code doesn't check whether the path which user inputs is in valid realm.,5,1,345;429;467;468,0.0,full,These codes don't check whether the actions from tags are valid.,5,1,55,0.0,slice,"If the request header is too large, it may overflow the buffer and leads to DOS status.",4,2,Strongly disagree,Disagree,Neither-Agree-nor-Disagree,Agree,Strongly disagree,0.07692307692307693,0.0
R_2kOvRCfl8uLkwcp,7015,Group1,Not really,Developed several projects using Java,As part of University projects,944;910,0.0,full,Path traversal bug,5,2,86,0.0,slice,information disclosure bug,5,2,466,0.0,full,Cross-Site Scripting (XSS):  getRequest,5,2,56,0.0,slice,Denial of Service Connections are never closes if the updates have a problem and eventually the server runs out of steam,5,2,Neither-Agree-nor-Disagree,Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Disagree,0.0,0.0
R_8PXmB8o9Ld76pye,7253,Group4,Yes as a Research Assistant at University,As part of University projects,No experience,348; 349,0.0,full,"In the getRealPath() function we are allowing an attacker to get the absolute path to virtually any resource in the host which allows the attacker then to no longer require ""/../"" to get resources even if the normalize() function is used later on.",2,5,147;148;149;150;151;152;153;154;155;156,0.4,full,The attacker could brute force his way into finding out the passwords of other users by analysing the output of the authenticate() function,3,4,73;74;87;89,0.5,slice,This implementation allows for cross-site scripting where the attacker can inject their own script into the website and access web data outside of their path in a non-restricted fashion.,4,4,52;177;187;201;209;235,0.0,slice,"An attacker could feed a potentially endless multi-line header, leading the process to a buffer overflow or a memory drain due to the fact that the check for the input size to not be too large is validated only after the parseHeaders() function ends.",3,3,Neither-Agree-nor-Disagree,Agree,Agree,Agree,Agree,0.25,0.2
